State Code,State,Program Code,Program Name,Type of Program,Article Number,Article URL,Pathway
GU,Guam,MSEDLSTE,Educational Leadership,Initial,2536,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Educational-Leadership-Certification-Requirements/ta-p/450, 
GU,Guam,MSEDLSTS,Educational Leadership,Initial,2536,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Educational-Leadership-Certification-Requirements/ta-p/450, 
GU,Guam,BAELED,Elementary Education,Initial,2538,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Elementary-Education-Certification-and-Exam-Requirements/ta-p/912, 
GU,Guam,BAISK8,Elementary Education,Initial,2538,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Elementary-Education-Certification-and-Exam-Requirements/ta-p/912, 
GU,Guam,MATELED,Elementary Education,Initial,2538,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Elementary-Education-Certification-and-Exam-Requirements/ta-p/912, 
GU,Guam,MATELK8,Elementary Education,Initial,2538,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Elementary-Education-Certification-and-Exam-Requirements/ta-p/912, 
GU,Guam,PBELED,Elementary Education,Initial,2538,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Elementary-Education-Certification-and-Exam-Requirements/ta-p/912, 
GU,Guam,PBELK8,Elementary Education,Initial,2538,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Elementary-Education-Certification-and-Exam-Requirements/ta-p/912, 
GU,Guam,BAMA9,Foundational/Middle Grades Mathematics,Initial,2542,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Middle-Grades-Mathematics-Not-Available/ta-p/530, 
GU,Guam,BSMEMG,Foundational/Middle Grades Mathematics,Initial,2542,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Middle-Grades-Mathematics-Not-Available/ta-p/530, 
GU,Guam,MATMA9,Foundational/Middle Grades Mathematics,Initial,2542,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Middle-Grades-Mathematics-Not-Available/ta-p/530, 
GU,Guam,MATMEMG,Foundational/Middle Grades Mathematics,Initial,2542,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Middle-Grades-Mathematics-Not-Available/ta-p/530, 
GU,Guam,PBMA9,Foundational/Middle Grades Mathematics,Initial,2542,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Middle-Grades-Mathematics-Not-Available/ta-p/530, 
GU,Guam,BASC9,Foundational/Middle Grades Science,Initial,2543,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Middle-Grades-Science-Not-Available/ta-p/687, 
GU,Guam,BSSEMG,Foundational/Middle Grades Science,Initial,2543,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Middle-Grades-Science-Not-Available/ta-p/687, 
GU,Guam,MATSC9,Foundational/Middle Grades Science,Initial,2543,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Middle-Grades-Science-Not-Available/ta-p/687, 
GU,Guam,PBSC9,Foundational/Middle Grades Science,Initial,2543,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Middle-Grades-Science-Not-Available/ta-p/687, 
GU,Guam,MATEES,Secondary English,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-MAT-Secondary-English-Exam-Requirements/ta-p/3681, 
GU,Guam,MATENG12,Secondary English,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-MAT-Secondary-English-Exam-Requirements/ta-p/3681, 
GU,Guam,BAMA12,Secondary Mathematics,Initial,2546,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/539, 
GU,Guam,BSMES,Secondary Mathematics,Initial,2546,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/539, 
GU,Guam,MATMA12,Secondary Mathematics,Initial,2546,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/539, 
GU,Guam,MATMES,Secondary Mathematics,Initial,2546,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/539, 
GU,Guam,PBMA12,Secondary Mathematics,Initial,2546,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/539, 
GU,Guam,MATSC12,Secondary Science,Initial,2547,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Science-Certification-and-Exam-Requirements/ta-p/465, 
GU,Guam,MATSES,Secondary Science,Initial,2547,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Science-Certification-and-Exam-Requirements/ta-p/465, 
GU,Guam,PBSC12,Secondary Science,Initial,2547,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Science-Certification-and-Exam-Requirements/ta-p/465, 
GU,Guam,BASCB12,Secondary Science- Biology/Life Sciences,Initial,2547,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Science-Certification-and-Exam-Requirements/ta-p/465, 
GU,Guam,BSSESB,Secondary Science- Biology/Life Sciences,Initial,2547,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Science-Certification-and-Exam-Requirements/ta-p/465, 
GU,Guam,BASCH12,Secondary Science- Chemistry,Initial,2547,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Science-Certification-and-Exam-Requirements/ta-p/465, 
GU,Guam,BSSESC,Secondary Science- Chemistry,Initial,2547,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Science-Certification-and-Exam-Requirements/ta-p/465, 
GU,Guam,BASCG12,Secondary Science- Geology/Earth & Space Science,Initial,2547,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Science-Certification-and-Exam-Requirements/ta-p/465, 
GU,Guam,BSSESE,Secondary Science- Geology/Earth & Space Science,Initial,2547,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Science-Certification-and-Exam-Requirements/ta-p/465, 
GU,Guam,BASCPH12,Secondary Science- Physics,Initial,2547,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Science-Certification-and-Exam-Requirements/ta-p/465, 
GU,Guam,BSSESP,Secondary Science- Physics,Initial,2547,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Science-Certification-and-Exam-Requirements/ta-p/465, 
GU,Guam,MATSS12,Secondary Social Science,Initial,2545,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Social-Science-Certification-and-Exam-Requirements/ta-p/536, 
GU,Guam,PBSS12,Secondary Social Science,Initial,2545,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Social-Science-Certification-and-Exam-Requirements/ta-p/536, 
GU,Guam,BASS12,Social Science Education,Initial,2545,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-Secondary-Social-Science-Certification-and-Exam-Requirements/ta-p/536, 
GU,Guam,BASPMM,Special Education - Mild to Moderate,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-BA-Special-Education-Mild-to-Moderate/ta-p/8083, 
GU,Guam,BASP,Special Education/Elementary Education,Initial,2539,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-BA-Special-Education-Elementary-Education-Certification-and/ta-p/913, 
GU,Guam,BASPEE,Special Education/Elementary Education,Initial,2539,https://cm.wgu.edu/t5/Teacher-Licensure-Information/GU-BA-Special-Education-Elementary-Education-Certification-and/ta-p/913, 
GU,Guam,MSCIN,Curriculum and Instruction,Non-Licensure,0,EXEMPT, 
GU,Guam,BAES,Educational Studies,Non-Licensure,0,EXEMPT, 
GU,Guam,MAES,Educational Studies,Non-Licensure,0,EXEMPT, 
GU,Guam,MEDID,Instructional Design,Non-Licensure,0,EXEMPT, 
GU,Guam,MEDLT,Learning and Technology,Non-Licensure,0,EXEMPT, 
GU,Guam,MAMEK6,Mathematics Education,Non-Licensure,0,EXEMPT, 
GU,Guam,ENDELL,English as a Second Language,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MAELLP12,English as a Second Language,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MAME9,Foundational/Middle Grades Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MAMEMG,Foundational/Middle Grades Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MASE9,Foundational/Middle Grades Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MASEMG,Foundational/Middle Grades Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MAME12,Secondary Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MAMES,Secondary Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MASEB12,Secondary Science- Biology/Life Sciences,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MASESB,Secondary Science- Biology/Life Sciences,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MASECH12,Secondary Science- Chemistry,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MASESC,Secondary Science- Chemistry,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MASEG12,Secondary Science- Geology/Earth & Space Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MASESE,Secondary Science- Geology/Earth & Space Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MASEPH12,Secondary Science- Physics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MASESP,Secondary Science- Physics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
GU,Guam,MSSP,Special Education,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,BAECE,Early Childhood Education,Initial,2207,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Early-Childhood-Education-Certification-and-Exam-Requirements/ta-p/932, 
HI,Hawaii,ENDEDL,Educational Leadership,Initial,1877,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Educational-Leadership-License-Not-Available/ta-p/549, 
HI,Hawaii,ENDEDLST,Educational Leadership,Initial,1877,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Educational-Leadership-License-Not-Available/ta-p/549, 
HI,Hawaii,ENDEDLSTE,Educational Leadership,Initial,1877,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Educational-Leadership-License-Not-Available/ta-p/549, 
HI,Hawaii,ENDEDLSTS,Educational Leadership,Initial,1877,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Educational-Leadership-License-Not-Available/ta-p/549, 
HI,Hawaii,MSEDL,Educational Leadership,Initial,1877,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Educational-Leadership-License-Not-Available/ta-p/549, 
HI,Hawaii,MSEDLST,Educational Leadership,Initial,1877,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Educational-Leadership-License-Not-Available/ta-p/549, 
HI,Hawaii,MSEDLSTE,Educational Leadership,Initial,1877,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Educational-Leadership-License-Not-Available/ta-p/549, 
HI,Hawaii,MSEDLSTS,Educational Leadership,Initial,1877,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Educational-Leadership-License-Not-Available/ta-p/549, 
HI,Hawaii,BAELED,Elementary Education,Initial,2208,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1055, 
HI,Hawaii,BAISK8,Elementary Education,Initial,2208,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1055, 
HI,Hawaii,MATELED,Elementary Education,Initial,2208,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1055, 
HI,Hawaii,MATELK8,Elementary Education,Initial,2208,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1055, 
HI,Hawaii,PBELED,Elementary Education,Initial,2208,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1055, 
HI,Hawaii,PBELK8,Elementary Education,Initial,2208,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1055, 
HI,Hawaii,BAMA9,Foundational/Middle Grades Mathematics,Initial,2210,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1059, 
HI,Hawaii,BSMEMG,Foundational/Middle Grades Mathematics,Initial,2210,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1059, 
HI,Hawaii,MATMA9,Foundational/Middle Grades Mathematics,Initial,2210,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1059, 
HI,Hawaii,MATMEMG,Foundational/Middle Grades Mathematics,Initial,2210,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1059, 
HI,Hawaii,PBMA9,Foundational/Middle Grades Mathematics,Initial,2210,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1059, 
HI,Hawaii,BASC9,Foundational/Middle Grades Science,Initial,2211,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/931, 
HI,Hawaii,BSSEMG,Foundational/Middle Grades Science,Initial,2211,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/931, 
HI,Hawaii,MATSC9,Foundational/Middle Grades Science,Initial,2211,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/931, 
HI,Hawaii,PBSC9,Foundational/Middle Grades Science,Initial,2211,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/931, 
HI,Hawaii,MATEES,Secondary English,Initial,43496,https://cm.wgu.edu/t5/Teacher-Licensure-Information/Hawaii-MAT-Secondary-English-Exam-Requirements/ta-p/1217, 
HI,Hawaii,MATENG12,Secondary English,Initial,43496,https://cm.wgu.edu/t5/Teacher-Licensure-Information/Hawaii-MAT-Secondary-English-Exam-Requirements/ta-p/1217, 
HI,Hawaii,BAMA12,Secondary Mathematics,Initial,2213,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/540, 
HI,Hawaii,BSMES,Secondary Mathematics,Initial,2213,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/540, 
HI,Hawaii,MATMA12,Secondary Mathematics,Initial,2213,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/540, 
HI,Hawaii,MATMES,Secondary Mathematics,Initial,2213,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/540, 
HI,Hawaii,PBMA12,Secondary Mathematics,Initial,2213,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/540, 
HI,Hawaii,MATSC12,Secondary Science,Initial,2216,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Science-Certification-and-Exam-Requirements/ta-p/553, 
HI,Hawaii,MATSES,Secondary Science,Initial,2216,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Science-Certification-and-Exam-Requirements/ta-p/553, 
HI,Hawaii,PBSC12,Secondary Science,Initial,2216,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Science-Certification-and-Exam-Requirements/ta-p/553, 
HI,Hawaii,BASCB12,Secondary Science- Biology/Life Sciences,Initial,2216,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Science-Certification-and-Exam-Requirements/ta-p/553, 
HI,Hawaii,BSSESB,Secondary Science- Biology/Life Sciences,Initial,2216,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Science-Certification-and-Exam-Requirements/ta-p/553, 
HI,Hawaii,BASCH12,Secondary Science- Chemistry,Initial,2216,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Science-Certification-and-Exam-Requirements/ta-p/553, 
HI,Hawaii,BSSESC,Secondary Science- Chemistry,Initial,2216,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Science-Certification-and-Exam-Requirements/ta-p/553, 
HI,Hawaii,BASCG12,Secondary Science- Geology/Earth & Space Science,Initial,2216,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Science-Certification-and-Exam-Requirements/ta-p/553, 
HI,Hawaii,BSSESE,Secondary Science- Geology/Earth & Space Science,Initial,2216,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Science-Certification-and-Exam-Requirements/ta-p/553, 
HI,Hawaii,BASCPH12,Secondary Science- Physics,Initial,2216,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Science-Certification-and-Exam-Requirements/ta-p/553, 
HI,Hawaii,BSSESP,Secondary Science- Physics,Initial,2216,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Secondary-Science-Certification-and-Exam-Requirements/ta-p/553, 
HI,Hawaii,MATSS12,Secondary Social Science,Initial,2212,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Social-Science-Certification-and-Exam-Requirements/ta-p/552, 
HI,Hawaii,PBSS12,Secondary Social Science,Initial,2212,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Social-Science-Certification-and-Exam-Requirements/ta-p/552, 
HI,Hawaii,BASS12,Social Science Education,Initial,2212,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-Social-Science-Certification-and-Exam-Requirements/ta-p/552, 
HI,Hawaii,BASPMM,Special Education - Mild to Moderate,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-BA-Special-Education-Mild-to-Moderate-Certification-and-Exam/ta-p/8008, 
HI,Hawaii,BASP,Special Education/Elementary Education,Initial,2164,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-BA-Special-Education-Elementary-Education-Certification-and/ta-p/1056, 
HI,Hawaii,BASPEE,Special Education/Elementary Education,Initial,2164,https://cm.wgu.edu/t5/Teacher-Licensure-Information/HI-BA-Special-Education-Elementary-Education-Certification-and/ta-p/1056, 
HI,Hawaii,MSCIN,Curriculum and Instruction,Non-Licensure,0,EXEMPT, 
HI,Hawaii,BAES,Educational Studies,Non-Licensure,0,EXEMPT, 
HI,Hawaii,MAES,Educational Studies,Non-Licensure,0,EXEMPT, 
HI,Hawaii,MEDID,Instructional Design,Non-Licensure,0,EXEMPT, 
HI,Hawaii,MEDLT,Learning and Technology,Non-Licensure,0,EXEMPT, 
HI,Hawaii,MAMEK6,Mathematics Education,Non-Licensure,0,EXEMPT, 
HI,Hawaii,ENDELL,English as a Second Language,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MAELLP12,English as a Second Language,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MAME9,Foundational/Middle Grades Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MAMEMG,Foundational/Middle Grades Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MASE9,Foundational/Middle Grades Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MASEMG,Foundational/Middle Grades Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MAME12,Secondary Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MAMES,Secondary Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MASEB12,Secondary Science- Biology/Life Sciences,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MASESB,Secondary Science- Biology/Life Sciences,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MASECH12,Secondary Science- Chemistry,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MASESC,Secondary Science- Chemistry,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MASEG12,Secondary Science- Geology/Earth & Space Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MASESE,Secondary Science- Geology/Earth & Space Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MASEPH12,Secondary Science- Physics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MASESP,Secondary Science- Physics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
HI,Hawaii,MSSP,Special Education,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
IA,Iowa,BAECE,Early Childhood Education,Initial,2574,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Early-Childhood-Certification-License-Not-Available/ta-p/680, 
IA,Iowa,ENDEDL,Educational Leadership,Initial,2578,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Educational-Leadership-License-Not-Available/ta-p/686, 
IA,Iowa,ENDEDLST,Educational Leadership,Initial,2578,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Educational-Leadership-License-Not-Available/ta-p/686, 
IA,Iowa,ENDEDLSTE,Educational Leadership,Initial,2578,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Educational-Leadership-License-Not-Available/ta-p/686, 
IA,Iowa,ENDEDLSTS,Educational Leadership,Initial,2578,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Educational-Leadership-License-Not-Available/ta-p/686, 
IA,Iowa,MSEDL,Educational Leadership,Initial,2578,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Educational-Leadership-License-Not-Available/ta-p/686, 
IA,Iowa,MSEDLST,Educational Leadership,Initial,2578,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Educational-Leadership-License-Not-Available/ta-p/686, 
IA,Iowa,MSEDLSTE,Educational Leadership,Initial,2578,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Educational-Leadership-License-Not-Available/ta-p/686, 
IA,Iowa,MSEDLSTS,Educational Leadership,Initial,2578,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Educational-Leadership-License-Not-Available/ta-p/686, 
IA,Iowa,BAELED,Elementary Education,Initial,2579,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1563, 
IA,Iowa,BAISK8,Elementary Education,Initial,2579,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1563, 
IA,Iowa,MATELED,Elementary Education,Initial,2579,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1563, 
IA,Iowa,MATELK8,Elementary Education,Initial,2579,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1563, 
IA,Iowa,PBELED,Elementary Education,Initial,2579,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1563, 
IA,Iowa,PBELK8,Elementary Education,Initial,2579,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1563, 
IA,Iowa,BAMA9,Foundational/Middle Grades Mathematics,Initial,2575,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Middle-School-Certification-Licenses-Not-Available/ta-p/696, 
IA,Iowa,BSMEMG,Foundational/Middle Grades Mathematics,Initial,2575,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Middle-School-Certification-Licenses-Not-Available/ta-p/696, 
IA,Iowa,MATMA9,Foundational/Middle Grades Mathematics,Initial,2575,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Middle-School-Certification-Licenses-Not-Available/ta-p/696, 
IA,Iowa,MATMEMG,Foundational/Middle Grades Mathematics,Initial,2575,https://cm.wgu.edu/t5/Teacher-Licensure-Information/IA-Middle-School-Certification-Licenses-Not-Available/ta-p/696, 
