State Code,State,Program Code,Program Name,Type of Program,Article Number,Article URL,Pathway
AK,Alaska,BAECE,Early Childhood Education,Initial,1927,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Early-Childhood-Education-Certification-and-Exam-Requirements/ta-p/1027, 
AK,Alaska,ENDEDL,Educational Leadership,Initial,1823,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Educational-Leadership-Certification-Requirements/ta-p/1458, 
AK,Alaska,ENDEDLST,Educational Leadership,Initial,1823,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Educational-Leadership-Certification-Requirements/ta-p/1458, 
AK,Alaska,ENDEDLSTE,Educational Leadership,Initial,1823,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Educational-Leadership-Certification-Requirements/ta-p/1458, 
AK,Alaska,ENDEDLSTS,Educational Leadership,Initial,1823,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Educational-Leadership-Certification-Requirements/ta-p/1458, 
AK,Alaska,MSEDL,Educational Leadership,Initial,1823,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Educational-Leadership-Certification-Requirements/ta-p/1458, 
AK,Alaska,MSEDLST,Educational Leadership,Initial,1823,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Educational-Leadership-Certification-Requirements/ta-p/1458, 
AK,Alaska,MSEDLSTE,Educational Leadership,Initial,1823,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Educational-Leadership-Certification-Requirements/ta-p/1458, 
AK,Alaska,MSEDLSTS,Educational Leadership,Initial,1823,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Educational-Leadership-Certification-Requirements/ta-p/1458, 
AK,Alaska,BAELED,Elementary Education,Initial,1926,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Elementary-Education-Certification-and-Exam-Requirements/ta-p/420, 
AK,Alaska,BAISK8,Elementary Education,Initial,1926,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Elementary-Education-Certification-and-Exam-Requirements/ta-p/420, 
AK,Alaska,MATELED,Elementary Education,Initial,1926,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Elementary-Education-Certification-and-Exam-Requirements/ta-p/420, 
AK,Alaska,MATELK8,Elementary Education,Initial,1926,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Elementary-Education-Certification-and-Exam-Requirements/ta-p/420, 
AK,Alaska,PBELED,Elementary Education,Initial,1926,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Elementary-Education-Certification-and-Exam-Requirements/ta-p/420, 
AK,Alaska,PBELK8,Elementary Education,Initial,1926,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Elementary-Education-Certification-and-Exam-Requirements/ta-p/420, 
AK,Alaska,BAMA9,Foundational/Middle Grades Mathematics,Initial,1928,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/426, 
AK,Alaska,BSMEMG,Foundational/Middle Grades Mathematics,Initial,1928,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/426, 
AK,Alaska,MATMA9,Foundational/Middle Grades Mathematics,Initial,1928,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/426, 
AK,Alaska,MATMEMG,Foundational/Middle Grades Mathematics,Initial,1928,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/426, 
AK,Alaska,PBMA9,Foundational/Middle Grades Mathematics,Initial,1928,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/426, 
AK,Alaska,BASC9,Foundational/Middle Grades Science,Initial,1929,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/1021, 
AK,Alaska,BSSEMG,Foundational/Middle Grades Science,Initial,1929,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/1021, 
AK,Alaska,MATSC9,Foundational/Middle Grades Science,Initial,1929,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/1021, 
AK,Alaska,PBSC9,Foundational/Middle Grades Science,Initial,1929,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/1021, 
AK,Alaska,MATEES,Secondary English,Initial,43485,https://cm.wgu.edu/t5/Teacher-Licensure-Information/Alaska-MAT-Secondary-English-Exam-Requirements/ta-p/1206, 
AK,Alaska,MATENG12,Secondary English,Initial,43485,https://cm.wgu.edu/t5/Teacher-Licensure-Information/Alaska-MAT-Secondary-English-Exam-Requirements/ta-p/1206, 
AK,Alaska,BAMA12,Secondary Mathematics,Initial,1930,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/427, 
AK,Alaska,BSMES,Secondary Mathematics,Initial,1930,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/427, 
AK,Alaska,MATMA12,Secondary Mathematics,Initial,1930,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/427, 
AK,Alaska,MATMES,Secondary Mathematics,Initial,1930,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/427, 
AK,Alaska,PBMA12,Secondary Mathematics,Initial,1930,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/427, 
AK,Alaska,MATSC12,Secondary Science,Initial,1932,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Science-Certification-and-Exam-Requirements/ta-p/432, 
AK,Alaska,MATSES,Secondary Science,Initial,1932,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Science-Certification-and-Exam-Requirements/ta-p/432, 
AK,Alaska,PBSC12,Secondary Science,Initial,1932,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Science-Certification-and-Exam-Requirements/ta-p/432, 
AK,Alaska,BASCB12,Secondary Science- Biology/Life Sciences,Initial,1932,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Science-Certification-and-Exam-Requirements/ta-p/432, 
AK,Alaska,BSSESB,Secondary Science- Biology/Life Sciences,Initial,1932,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Science-Certification-and-Exam-Requirements/ta-p/432, 
AK,Alaska,BASCH12,Secondary Science- Chemistry,Initial,1932,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Science-Certification-and-Exam-Requirements/ta-p/432, 
AK,Alaska,BSSESC,Secondary Science- Chemistry,Initial,1932,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Science-Certification-and-Exam-Requirements/ta-p/432, 
AK,Alaska,BASCG12,Secondary Science- Geology/Earth & Space Science,Initial,1932,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Science-Certification-and-Exam-Requirements/ta-p/432, 
AK,Alaska,BSSESE,Secondary Science- Geology/Earth & Space Science,Initial,1932,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Science-Certification-and-Exam-Requirements/ta-p/432, 
AK,Alaska,BASCPH12,Secondary Science- Physics,Initial,1932,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Science-Certification-and-Exam-Requirements/ta-p/432, 
AK,Alaska,BSSESP,Secondary Science- Physics,Initial,1932,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Secondary-Science-Certification-and-Exam-Requirements/ta-p/432, 
AK,Alaska,MATSS12,Secondary Social Science,Initial,1933,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Social-Science-Certification-and-Exam-Requirements/ta-p/433, 
AK,Alaska,PBSS12,Secondary Social Science,Initial,1933,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Social-Science-Certification-and-Exam-Requirements/ta-p/433, 
AK,Alaska,BASS12,Social Science Education,Initial,1933,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-Social-Science-Certification-and-Exam-Requirements/ta-p/433, 
AK,Alaska,BASPMM,Special Education - Mild to Moderate,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-BA-Special-Education-Mild-to-Moderate-Certification-and-Exam/ta-p/8244, 
AK,Alaska,BASP,Special Education/Elementary Education,Initial,1896,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-BA-Special-Education-Elementary-Education-Certification-and/ta-p/418, 
AK,Alaska,BASPEE,Special Education/Elementary Education,Initial,1896,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AK-BA-Special-Education-Elementary-Education-Certification-and/ta-p/418, 
AK,Alaska,MSCIN,Curriculum and Instruction,Non-Licensure,0,EXEMPT, 
AK,Alaska,BAES,Educational Studies,Non-Licensure,0,EXEMPT, 
AK,Alaska,MAES,Educational Studies,Non-Licensure,0,EXEMPT, 
AK,Alaska,MEDID,Instructional Design,Non-Licensure,0,EXEMPT, 
AK,Alaska,MEDLT,Learning and Technology,Non-Licensure,0,EXEMPT, 
AK,Alaska,MAMEK6,Mathematics Education,Non-Licensure,0,EXEMPT, 
AK,Alaska,ENDELL,English as a Second Language,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MAELLP12,English as a Second Language,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MAME9,Foundational/Middle Grades Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MAMEMG,Foundational/Middle Grades Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MASE9,Foundational/Middle Grades Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MASEMG,Foundational/Middle Grades Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MAME12,Secondary Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MAMES,Secondary Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MASEB12,Secondary Science- Biology/Life Sciences,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MASESB,Secondary Science- Biology/Life Sciences,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MASECH12,Secondary Science- Chemistry,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MASESC,Secondary Science- Chemistry,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MASEG12,Secondary Science- Geology/Earth & Space Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MASESE,Secondary Science- Geology/Earth & Space Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MASEPH12,Secondary Science- Physics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MASESP,Secondary Science- Physics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AK,Alaska,MSSP,Special Education,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,BAECE,Early Childhood Education,Initial,1884,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Early-Childhood-Certification-and-Exam-Requirements/ta-p/1516, 
AL,Alabama,ENDEDL,Educational Leadership,Initial,1822,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Educational-Leadership-Certification-License-Not-Available/ta-p/414, 
AL,Alabama,ENDEDLST,Educational Leadership,Initial,1822,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Educational-Leadership-Certification-License-Not-Available/ta-p/414, 
AL,Alabama,ENDEDLSTE,Educational Leadership,Initial,1822,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Educational-Leadership-Certification-License-Not-Available/ta-p/414, 
AL,Alabama,ENDEDLSTS,Educational Leadership,Initial,1822,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Educational-Leadership-Certification-License-Not-Available/ta-p/414, 
AL,Alabama,MSEDL,Educational Leadership,Initial,1822,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Educational-Leadership-Certification-License-Not-Available/ta-p/414, 
AL,Alabama,MSEDLST,Educational Leadership,Initial,1822,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Educational-Leadership-Certification-License-Not-Available/ta-p/414, 
AL,Alabama,MSEDLSTE,Educational Leadership,Initial,1822,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Educational-Leadership-Certification-License-Not-Available/ta-p/414, 
AL,Alabama,MSEDLSTS,Educational Leadership,Initial,1822,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Educational-Leadership-Certification-License-Not-Available/ta-p/414, 
AL,Alabama,BAELED,Elementary Education,Initial,1882,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1521, 
AL,Alabama,BAISK8,Elementary Education,Initial,1882,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1521, 
AL,Alabama,MATELED,Elementary Education,Initial,1882,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1521, 
AL,Alabama,MATELK8,Elementary Education,Initial,1882,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1521, 
AL,Alabama,PBELED,Elementary Education,Initial,1882,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1521, 
AL,Alabama,PBELK8,Elementary Education,Initial,1882,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1521, 
AL,Alabama,BAMA9,Foundational/Middle Grades Mathematics,Initial,1885,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1520, 
AL,Alabama,BSMEMG,Foundational/Middle Grades Mathematics,Initial,1885,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1520, 
AL,Alabama,MATMA9,Foundational/Middle Grades Mathematics,Initial,1885,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1520, 
AL,Alabama,MATMEMG,Foundational/Middle Grades Mathematics,Initial,1885,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1520, 
AL,Alabama,PBMA9,Foundational/Middle Grades Mathematics,Initial,1885,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/1520, 
AL,Alabama,BASC9,Foundational/Middle Grades Science,Initial,1889,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Middle-Grades-Science-Not-Available/ta-p/419, 
AL,Alabama,BSSEMG,Foundational/Middle Grades Science,Initial,1889,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Middle-Grades-Science-Not-Available/ta-p/419, 
AL,Alabama,MATSC9,Foundational/Middle Grades Science,Initial,1889,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Middle-Grades-Science-Not-Available/ta-p/419, 
AL,Alabama,PBSC9,Foundational/Middle Grades Science,Initial,1889,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Middle-Grades-Science-Not-Available/ta-p/419, 
AL,Alabama,MATEES,Secondary English,Initial,42985,https://cm.wgu.edu/t5/Teacher-Licensure-Information/Alabama-MAT-Secondary-English-Exam-Requirements/ta-p/1208, 
AL,Alabama,MATENG12,Secondary English,Initial,42985,https://cm.wgu.edu/t5/Teacher-Licensure-Information/Alabama-MAT-Secondary-English-Exam-Requirements/ta-p/1208, 
AL,Alabama,BAMA12,Secondary Mathematics,Initial,1886,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/1517, 
AL,Alabama,BSMES,Secondary Mathematics,Initial,1886,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/1517, 
AL,Alabama,MATMA12,Secondary Mathematics,Initial,1886,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/1517, 
AL,Alabama,MATMES,Secondary Mathematics,Initial,1886,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/1517, 
AL,Alabama,PBMA12,Secondary Mathematics,Initial,1886,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/1517, 
AL,Alabama,MATSC12,Secondary Science,Initial,1890,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1523, 
AL,Alabama,MATSES,Secondary Science,Initial,1890,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1523, 
AL,Alabama,PBSC12,Secondary Science,Initial,1890,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1523, 
AL,Alabama,BASCB12,Secondary Science- Biology/Life Sciences,Initial,1890,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1523, 
AL,Alabama,BSSESB,Secondary Science- Biology/Life Sciences,Initial,1890,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1523, 
AL,Alabama,BASCH12,Secondary Science- Chemistry,Initial,1890,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1523, 
AL,Alabama,BSSESC,Secondary Science- Chemistry,Initial,1890,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1523, 
AL,Alabama,BASCG12,Secondary Science- Geology/Earth & Space Science,Initial,1890,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1523, 
AL,Alabama,BSSESE,Secondary Science- Geology/Earth & Space Science,Initial,1890,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1523, 
AL,Alabama,BASCPH12,Secondary Science- Physics,Initial,1890,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1523, 
AL,Alabama,BSSESP,Secondary Science- Physics,Initial,1890,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1523, 
AL,Alabama,MATSS12,Secondary Social Science,Initial,1888,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Social-Science-Certification-and-Exam-Requirements/ta-p/1519, 
AL,Alabama,PBSS12,Secondary Social Science,Initial,1888,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Social-Science-Certification-and-Exam-Requirements/ta-p/1519, 
AL,Alabama,BASS12,Social Science Education,Initial,1888,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-Social-Science-Certification-and-Exam-Requirements/ta-p/1519, 
AL,Alabama,BASPMM,Special Education - Mild to Moderate,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-BA-Special-Education-Mild-to-Moderate-Certification-and-Exam/ta-p/7996, 
AL,Alabama,BASP,Special Education/Elementary Education,Initial,1892,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-BA-Special-Education-Elementary-Education-Certification-and/ta-p/1338, 
AL,Alabama,BASPEE,Special Education/Elementary Education,Initial,1892,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AL-BA-Special-Education-Elementary-Education-Certification-and/ta-p/1338, 
AL,Alabama,MSCIN,Curriculum and Instruction,Non-Licensure,0,EXEMPT, 
AL,Alabama,BAES,Educational Studies,Non-Licensure,0,EXEMPT, 
AL,Alabama,MAES,Educational Studies,Non-Licensure,0,EXEMPT, 
AL,Alabama,MEDID,Instructional Design,Non-Licensure,0,EXEMPT, 
AL,Alabama,MEDLT,Learning and Technology,Non-Licensure,0,EXEMPT, 
AL,Alabama,MAMEK6,Mathematics Education,Non-Licensure,0,EXEMPT, 
AL,Alabama,ENDELL,English as a Second Language,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MAELLP12,English as a Second Language,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MAME9,Foundational/Middle Grades Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MAMEMG,Foundational/Middle Grades Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MASE9,Foundational/Middle Grades Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MASEMG,Foundational/Middle Grades Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MAME12,Secondary Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MAMES,Secondary Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MASEB12,Secondary Science- Biology/Life Sciences,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MASESB,Secondary Science- Biology/Life Sciences,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MASECH12,Secondary Science- Chemistry,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MASESC,Secondary Science- Chemistry,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MASEG12,Secondary Science- Geology/Earth & Space Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MASESE,Secondary Science- Geology/Earth & Space Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MASEPH12,Secondary Science- Physics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MASESP,Secondary Science- Physics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AL,Alabama,MSSP,Special Education,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,BAECE,Early Childhood Education,Initial,2365,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Early-Childhood-Education-Certification-and-Exam-Requirements/ta-p/1171, 
AR,Arkansas,ENDEDL,Educational Leadership,Initial,1825,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Educational-Leadership-Certification-Requirements/ta-p/1462, 
AR,Arkansas,ENDEDLST,Educational Leadership,Initial,1825,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Educational-Leadership-Certification-Requirements/ta-p/1462, 
AR,Arkansas,ENDEDLSTE,Educational Leadership,Initial,1825,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Educational-Leadership-Certification-Requirements/ta-p/1462, 
AR,Arkansas,ENDEDLSTS,Educational Leadership,Initial,1825,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Educational-Leadership-Certification-Requirements/ta-p/1462, 
AR,Arkansas,MSEDL,Educational Leadership,Initial,1825,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Educational-Leadership-Certification-Requirements/ta-p/1462, 
AR,Arkansas,MSEDLST,Educational Leadership,Initial,1825,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Educational-Leadership-Certification-Requirements/ta-p/1462, 
AR,Arkansas,MSEDLSTE,Educational Leadership,Initial,1825,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Educational-Leadership-Certification-Requirements/ta-p/1462, 
AR,Arkansas,MSEDLSTS,Educational Leadership,Initial,1825,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Educational-Leadership-Certification-Requirements/ta-p/1462, 
AR,Arkansas,BAELED,Elementary Education,Initial,2366,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1173, 
AR,Arkansas,BAISK8,Elementary Education,Initial,2366,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1173, 
